,Idade,Genero,Cor/Raca,Trabalho domestico,PCD,Estado onde mora,Região onde mora,Roubos de veículo,Roubos de carro,Roubos de moto,Roubos de bicicleta,Roubos fora do domicilio,Nivel de ensino,Area de formação,Situação atual de trabalho,Cargo atual,Nivel,Faixa salarial,Tempo de experiencia,Forma de trabalho atual,Forma de trabalho ideal
2431,39,Masculino,Branca,16.5,Não,Mato Grosso (MT),Centro-oeste,12.0,10.0,3.0,3.0,82.0,Pós-graduação,Outra opção,Servidor Público,Outra Opção,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo 100% remoto
2432,24,Masculino,Branca,16.5,Não,Santa Catarina (SC),Sul,12.0,8.0,4.0,2.0,74.0,Pós-graduação,Outras Engenharias,Empregado (CLT),Analista de Dados/Data Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2433,26,Masculino,Preta,17.1,Não,Rio de Janeiro (RJ),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2434,25,Masculino,Branca,16.5,Não,Ceará (CE),Nordeste,81.0,23.0,57.0,17.0,487.0,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
2435,47,Masculino,Parda,17.4,Não,Pará (PA),Norte,24.0,8.0,16.0,11.0,190.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Analista de Suporte/Analista Técnico,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2436,34,Masculino,Amarela,17.0,Não,Goiás (GO),Centro-oeste,12.0,10.0,3.0,3.0,82.0,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo 100% remoto
2437,32,Masculino,Parda,17.4,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Mestrado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Não informado,Não informado,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2438,41,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analytics Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Modelo 100% remoto,Modelo 100% remoto
2439,27,Masculino,Branca,16.5,Não,Santa Catarina (SC),Sul,12.0,8.0,4.0,2.0,74.0,Pós-graduação,Química / Física,Empregado (CLT),Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2440,27,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
2441,38,Masculino,Branca,16.5,Não,Alagoas (AL),Nordeste,81.0,23.0,57.0,17.0,487.0,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2442,43,Masculino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2443,44,Feminino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Servidor Público,Outra Opção,Sênior,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2444,40,Feminino,Parda,17.4,Não,Pernambuco (PE),Nordeste,81.0,23.0,57.0,17.0,487.0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Outra Opção,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto
2445,59,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2446,25,Masculino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2447,39,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Não tenho graduação formal,Não informado,Empregado (CLT),Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
2448,54,Feminino,Branca,16.5,Não,Rio de Janeiro (RJ),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,Sênior,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto
2449,31,Feminino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,Mestrado,Outras Engenharias,Empregado (CLT),Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
2450,36,Feminino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2451,30,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2452,26,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial
2453,25,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,Pós-graduação,Outras Engenharias,Empregado (CLT),Analista de BI/BI Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2454,29,Feminino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Não informado,Não informado,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2455,36,Masculino,Branca,16.5,Não,Piauí (PI),Nordeste,81.0,23.0,57.0,17.0,487.0,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empreendedor ou Empregado (CNPJ),Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
2456,25,Feminino,Branca,16.5,Não,Goiás (GO),Centro-oeste,12.0,10.0,3.0,3.0,82.0,Mestrado,Ciências Sociais,Servidor Público,Analista de BI/BI Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial
2457,29,Masculino,Branca,16.5,Não,Mato Grosso (MT),Centro-oeste,12.0,10.0,3.0,3.0,82.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto
2458,36,Masculino,Branca,16.5,Não,Não informado,Não informado,0.0,0.0,0.0,0.0,0.0,Pós-graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Não informado,Não informado,Acima de R$ 40.001/mês,de 7 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2459,50,Masculino,Parda,17.4,Não,Rio de Janeiro (RJ),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto
2460,25,Masculino,Branca,16.5,Não,Bahia (BA),Nordeste,81.0,23.0,57.0,17.0,487.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Cientista de Dados/Data Scientist,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
2461,28,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo 100% presencial
2462,31,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
2463,23,Feminino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto
2464,33,Masculino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Outra opção,Empregado (CLT),Outra Opção,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2465,31,Feminino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Outras Engenharias,Empregado (CLT),Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Modelo 100% remoto,Modelo 100% remoto
2466,27,Feminino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo 100% remoto
2467,27,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Não informado,Não informado,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto
2468,29,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Não informado,Não informado,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2469,29,Feminino,Branca,16.5,Não,Rio de Janeiro (RJ),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Estagiário,Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto
2470,27,Feminino,Parda,17.4,Não,Bahia (BA),Nordeste,81.0,23.0,57.0,17.0,487.0,Pós-graduação,Outras Engenharias,Empregado (CLT),Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2471,28,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2472,41,Feminino,Parda,17.4,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2473,46,Masculino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,Pleno,de R$ 2.001/mês a R$ 3.000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2474,34,Masculino,Parda,17.4,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
2475,25,Masculino,Amarela,17.0,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2476,29,Masculino,Parda,17.4,Não,Distrito Federal (DF),Centro-oeste,12.0,10.0,3.0,3.0,82.0,Mestrado,Química / Física,"Desempregado, buscando recolocação",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2477,44,Masculino,Parda,17.4,Não,Piauí (PI),Nordeste,81.0,23.0,57.0,17.0,487.0,Graduação/Bacharelado,Outra opção,Servidor Público,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2478,36,Masculino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
2479,20,Masculino,Parda,17.4,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto
2480,37,Masculino,Outra,17.0,Não,Santa Catarina (SC),Sul,12.0,8.0,4.0,2.0,74.0,Mestrado,Outras Engenharias,Empregado (CLT),Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
2481,24,Masculino,Preta,17.1,Não,Alagoas (AL),Nordeste,81.0,23.0,57.0,17.0,487.0,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Cientista de Dados/Data Scientist,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo 100% remoto
2482,25,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
2483,30,Masculino,Parda,17.4,Não,Bahia (BA),Nordeste,81.0,23.0,57.0,17.0,487.0,Mestrado,Outras Engenharias,Empregado (CLT),Cientista de Dados/Data Scientist,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
2484,24,Masculino,Parda,17.4,Não,Espírito Santo (ES),Sudeste,92.0,67.0,25.0,23.0,565.0,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Modelo 100% remoto
